product_id,category,price,launch_date,rating_avg
P459,Electronics,2778,2024-04-25 23:10:48.018876,3.33
P460,Home,3716,2025-08-31 23:10:48.018891,3.4
P461,Electronics,1752,2025-12-11 23:10:48.018906,2.52
P462,Footwear,4523,2024-10-16 23:10:48.018921,3.41
P463,Home,3966,2025-03-11 23:10:48.018936,4.53
P464,Electronics,3139,2024-04-18 23:10:48.018951,3.7
P465,Footwear,3932,2023-11-22 23:10:48.018965,3.49
P466,Footwear,2860,2025-04-07 23:10:48.018980,2.88
P467,Clothing,3678,2025-03-30 23:10:48.018995,4.19
P468,Clothing,2852,2025-06-18 23:10:48.019010,4.44
P469,Footwear,2703,2024-07-01 23:10:48.019025,4.49
P470,Home,1456,2024-04-28 23:10:48.019040,2.58
P471,Electronics,1468,2025-02-08 23:10:48.019055,3.72
P472,Electronics,3344,2025-12-19 23:10:48.019070,3.97
P473,Electronics,3032,2025-12-04 23:10:48.019084,4.65
P474,Clothing,1508,2023-09-24 23:10:48.019099,3.84
P475,Electronics,775,2025-12-27 23:10:48.019114,4.77
P476,Home,625,2025-06-06 23:10:48.019129,4.69
P477,Clothing,1708,2025-03-08 23:10:48.019144,3.83
P478,Home,3749,2025-07-08 23:10:48.019159,3.29
P479,Footwear,4903,2025-03-20 23:10:48.019174,4.12
P480,Footwear,4970,2023-12-24 23:10:48.019189,2.87
P481,Clothing,1514,2025-02-01 23:10:48.019203,4.05
P482,Electronics,2018,2025-01-21 23:10:48.019218,2.91
P483,Clothing,2974,2023-10-29 23:10:48.019233,4.07
P484,Electronics,4219,2025-09-16 23:10:48.019248,4.49
P485,Home,2363,2024-05-30 23:10:48.019263,4.33
P486,Clothing,3624,2023-10-30 23:10:48.019278,4.03
P487,Electronics,3791,2025-01-12 23:10:48.019293,2.87
P488,Electronics,1074,2024-02-04 23:10:48.019308,4.75
P489,Clothing,3132,2024-02-27 23:10:48.019323,2.71
P490,Clothing,1847,2025-08-02 23:10:48.019337,4.0
P491,Electronics,2167,2025-09-28 23:10:48.019352,4.04
P492,Electronics,1500,2024-10-11 23:10:48.019367,3.23
P493,Home,4212,2025-01-08 23:10:48.019382,2.78
P494,Home,2124,2023-10-09 23:10:48.019396,3.26
P495,Footwear,4589,2025-11-04 23:10:48.019411,3.41
P496,Clothing,1940,2023-10-03 23:10:48.019426,3.05
P497,Home,3838,2024-08-29 23:10:48.019441,3.89
P498,Electronics,3389,2024-04-26 23:10:48.019455,4.25
P499,Home,4365,2023-11-23 23:10:48.019470,4.69
