order_id,product_id,user_id,order_date,quantity,returned
O1248,P470,U310,2025-02-13 23:35:12.905517,2,1
O1249,P465,U153,2025-05-22 23:35:12.905526,2,0
O1250,P370,U796,2025-12-09 23:35:12.905536,1,1
O1251,P353,U272,2025-10-22 23:35:12.905545,1,0
O1252,P244,U847,2025-06-04 23:35:12.905554,2,0
O1253,P140,U361,2026-01-29 23:35:12.905563,2,0
O1254,P351,U995,2025-11-04 23:35:12.905572,1,0
O1255,P426,U38,2025-11-17 23:35:12.905581,1,0
O1256,P83,U599,2025-06-09 23:35:12.905590,2,0
O1257,P92,U85,2025-12-24 23:35:12.905599,1,0
O1258,P420,U73,2026-01-01 23:35:12.905608,1,0
O1259,P475,U511,2025-09-03 23:35:12.905617,2,0
O1260,P254,U170,2025-07-05 23:35:12.905626,2,0
O1261,P251,U871,2025-03-21 23:35:12.905635,1,1
O1262,P455,U943,2025-11-07 23:35:12.905644,2,0
O1263,P100,U154,2025-02-22 23:35:12.905653,1,0
O1264,P363,U652,2025-08-17 23:35:12.905662,2,0
O1265,P227,U264,2025-06-03 23:35:12.905671,1,0
O1266,P154,U545,2025-09-30 23:35:12.905680,2,0
O1267,P88,U604,2025-03-16 23:35:12.905694,1,0
O1268,P322,U979,2025-10-12 23:35:12.905703,2,0
O1269,P162,U610,2025-10-16 23:35:12.905712,1,0
O1270,P90,U857,2025-07-15 23:35:12.905721,1,0
O1271,P273,U684,2025-10-13 23:35:12.905730,1,1
O1272,P467,U692,2025-11-07 23:35:12.905739,2,1
O1273,P323,U960,2025-10-15 23:35:12.905748,1,0
O1274,P57,U153,2025-10-13 23:35:12.905757,1,0
O1275,P265,U314,2025-07-18 23:35:12.905766,1,0
O1276,P104,U900,2025-07-28 23:35:12.905775,1,0
O1277,P277,U353,2025-06-14 23:35:12.905784,1,1
O1278,P220,U579,2025-07-24 23:35:12.905793,2,0
O1279,P138,U823,2025-09-10 23:35:12.905802,1,0
O1280,P75,U281,2025-10-20 23:35:12.905811,2,0
O1281,P198,U302,2025-03-16 23:35:12.905820,2,0
O1282,P39,U644,2025-09-27 23:35:12.905829,1,0
O1283,P361,U83,2025-06-09 23:35:12.905838,2,0
O1284,P108,U220,2025-12-27 23:35:12.905847,2,0
O1285,P146,U111,2025-10-26 23:35:12.905856,2,0
O1286,P411,U493,2025-03-19 23:35:12.905865,2,0
O1287,P270,U994,2025-07-26 23:35:12.905874,1,0
O1288,P279,U282,2025-12-28 23:35:12.905883,1,0
O1289,P188,U163,2026-01-13 23:35:12.905892,2,0
O1290,P489,U3,2025-03-20 23:35:12.905901,2,0
O1291,P440,U432,2025-08-09 23:35:12.905910,2,0
O1292,P115,U278,2025-11-29 23:35:12.905919,1,0
O1293,P253,U180,2025-03-25 23:35:12.905928,1,0
O1294,P312,U508,2025-06-02 23:35:12.905937,2,1
O1295,P53,U325,2025-02-14 23:35:12.905946,1,0
O1296,P137,U679,2025-10-26 23:35:12.905955,2,0
O1297,P84,U316,2025-07-09 23:35:12.905964,1,0
O1298,P383,U690,2025-03-01 23:35:12.905973,1,0
O1299,P451,U987,2025-03-11 23:35:12.905982,2,0
O1300,P498,U510,2025-06-12 23:35:12.905991,1,0
O1301,P452,U908,2025-02-28 23:35:12.906000,2,1
O1302,P305,U541,2025-07-31 23:35:12.906009,1,0
O1303,P24,U111,2025-07-15 23:35:12.906018,1,0
O1304,P381,U495,2025-12-21 23:35:12.906027,2,0
O1305,P227,U550,2026-01-21 23:35:12.906036,2,1
O1306,P21,U212,2025-04-02 23:35:12.906045,1,0
O1307,P455,U752,2025-05-10 23:35:12.906055,1,1
O1308,P286,U937,2025-07-19 23:35:12.906064,2,0
O1309,P442,U161,2025-05-27 23:35:12.906073,2,1
O1310,P8,U976,2025-09-20 23:35:12.906082,2,0
O1311,P9,U725,2025-05-09 23:35:12.906090,2,1
O1312,P47,U435,2025-10-18 23:35:12.906100,1,0
O1313,P122,U916,2025-02-14 23:35:12.906128,2,1
O1314,P240,U832,2025-07-30 23:35:12.906137,1,0
O1315,P50,U803,2025-11-17 23:35:12.906146,1,0
O1316,P382,U87,2025-07-27 23:35:12.906155,2,0
O1317,P270,U95,2025-07-23 23:35:12.906164,1,0
O1318,P494,U406,2025-08-23 23:35:12.906173,1,0
O1319,P125,U312,2025-11-17 23:35:12.906182,2,0
O1320,P250,U680,2025-11-25 23:35:12.906191,1,0
O1321,P69,U261,2025-03-03 23:35:12.906200,2,0
O1322,P244,U514,2025-03-06 23:35:12.906209,1,1
O1323,P48,U75,2025-08-15 23:35:12.906218,1,0
O1324,P182,U191,2025-12-03 23:35:12.906227,1,1
O1325,P450,U473,2025-05-11 23:35:12.906236,2,0
O1326,P31,U863,2025-10-01 23:35:12.906245,2,0
O1327,P401,U368,2025-03-04 23:35:12.906254,1,1
O1328,P371,U418,2025-11-20 23:35:12.906263,2,0
O1329,P288,U269,2025-08-28 23:35:12.906272,1,0
O1330,P246,U899,2025-07-05 23:35:12.906281,1,0
O1331,P412,U850,2025-08-22 23:35:12.906290,1,0
O1332,P192,U452,2025-04-29 23:35:12.906299,2,0
O1333,P389,U999,2026-01-24 23:35:12.906309,2,1
O1334,P319,U957,2025-09-12 23:35:12.906318,2,1
O1335,P79,U890,2025-12-25 23:35:12.906327,2,0
O1336,P88,U659,2025-11-03 23:35:12.906336,2,0
O1337,P427,U150,2026-02-04 23:35:12.906344,2,0
O1338,P21,U882,2025-03-30 23:35:12.906353,1,0
O1339,P327,U518,2025-07-15 23:35:12.906363,2,0
O1340,P374,U450,2025-10-15 23:35:12.906372,2,0
O1341,P82,U178,2025-07-11 23:35:12.906381,2,0
O1342,P463,U839,2025-10-05 23:35:12.906390,1,1
O1343,P112,U11,2025-10-03 23:35:12.906398,1,0
O1344,P330,U900,2025-04-29 23:35:12.906407,2,0
O1345,P400,U901,2025-11-01 23:35:12.906417,1,0
O1346,P56,U923,2025-03-09 23:35:12.906425,1,0
O1347,P117,U887,2025-12-09 23:35:12.906435,1,0
O1348,P317,U49,2026-01-18 23:35:12.906444,2,1
O1349,P196,U890,2025-12-21 23:35:12.906453,1,0
O1350,P451,U288,2025-09-18 23:35:12.906462,2,1
O1351,P181,U390,2025-11-19 23:35:12.906471,1,0
O1352,P13,U214,2025-10-01 23:35:12.906479,2,0
O1353,P476,U759,2026-01-08 23:35:12.906488,2,0
O1354,P337,U830,2025-07-19 23:35:12.906497,1,0
O1355,P56,U391,2025-07-03 23:35:12.906506,2,1
O1356,P156,U201,2026-01-20 23:35:12.906515,2,1
O1357,P5,U569,2025-03-18 23:35:12.906524,2,0
O1358,P317,U680,2025-11-16 23:35:12.906534,2,0
O1359,P467,U424,2025-07-02 23:35:12.906543,1,0
O1360,P203,U582,2025-05-16 23:35:12.906552,2,1
O1361,P344,U802,2025-07-13 23:35:12.906561,2,0
O1362,P123,U791,2025-11-24 23:35:12.906570,2,0
O1363,P21,U153,2025-04-17 23:35:12.906579,1,0
O1364,P156,U494,2025-06-21 23:35:12.906588,2,0
O1365,P474,U552,2025-09-11 23:35:12.906597,2,0
O1366,P402,U595,2025-03-21 23:35:12.906606,2,0
O1367,P308,U801,2025-03-20 23:35:12.906616,2,1
O1368,P206,U282,2025-05-16 23:35:12.906625,1,0
O1369,P480,U351,2025-12-20 23:35:12.906634,2,0
O1370,P232,U442,2025-10-29 23:35:12.906643,1,1
O1371,P257,U412,2025-12-03 23:35:12.906652,1,0
O1372,P153,U984,2025-05-16 23:35:12.906661,1,1
O1373,P78,U314,2025-09-09 23:35:12.906670,1,0
O1374,P47,U916,2025-06-03 23:35:12.906679,2,0
O1375,P355,U609,2026-01-12 23:35:12.906688,1,1
O1376,P283,U448,2025-04-11 23:35:12.906697,2,0
O1377,P6,U816,2025-09-22 23:35:12.906706,2,0
O1378,P82,U896,2025-09-21 23:35:12.906715,2,0
O1379,P72,U236,2025-12-22 23:35:12.906724,2,0
O1380,P415,U799,2025-05-20 23:35:12.906733,2,0
O1381,P165,U656,2025-03-13 23:35:12.906742,2,0
O1382,P282,U53,2025-08-12 23:35:12.906751,1,1
O1383,P243,U506,2025-03-02 23:35:12.906760,1,0
O1384,P408,U923,2025-05-11 23:35:12.906769,2,0
O1385,P92,U378,2025-11-25 23:35:12.906778,1,0
O1386,P409,U914,2025-06-03 23:35:12.906787,2,1
O1387,P272,U42,2025-12-27 23:35:12.906796,2,0
O1388,P433,U211,2025-08-22 23:35:12.906805,1,1
O1389,P368,U756,2025-09-08 23:35:12.906814,1,0
O1390,P479,U435,2025-12-21 23:35:12.906823,2,0
O1391,P62,U736,2025-11-29 23:35:12.906832,1,0
O1392,P431,U801,2025-04-16 23:35:12.906850,1,0
O1393,P60,U945,2025-03-25 23:35:12.906860,2,0
O1394,P160,U330,2026-01-21 23:35:12.906874,2,0
O1395,P93,U303,2025-09-21 23:35:12.906883,2,1
O1396,P37,U638,2025-05-07 23:35:12.906892,2,0
O1397,P442,U318,2025-11-21 23:35:12.906901,2,0
O1398,P173,U386,2025-02-13 23:35:12.906926,1,0
O1399,P375,U602,2025-06-13 23:35:12.906935,2,0
O1400,P178,U493,2025-07-12 23:35:12.906944,1,0
O1401,P389,U618,2025-02-26 23:35:12.906953,1,0
O1402,P368,U955,2025-04-28 23:35:12.906962,1,0
O1403,P181,U548,2025-09-22 23:35:12.906972,2,0
O1404,P55,U186,2025-03-02 23:35:12.906980,2,0
O1405,P444,U569,2025-02-08 23:35:12.906990,1,0
O1406,P187,U741,2025-08-22 23:35:12.906999,2,1
O1407,P113,U251,2025-10-22 23:35:12.907008,1,1
O1408,P334,U91,2026-01-19 23:35:12.907017,2,0
O1409,P62,U661,2025-09-20 23:35:12.907025,2,1
O1410,P184,U204,2025-05-22 23:35:12.907034,2,0
O1411,P255,U134,2025-12-07 23:35:12.907043,1,0
O1412,P309,U87,2025-03-19 23:35:12.907052,2,0
O1413,P206,U128,2025-04-01 23:35:12.907061,1,0
O1414,P461,U933,2025-06-09 23:35:12.907070,1,0
O1415,P384,U613,2025-12-30 23:35:12.907079,1,1
O1416,P495,U924,2025-09-26 23:35:12.907088,1,0
O1417,P201,U859,2026-01-16 23:35:12.907097,2,0
O1418,P454,U962,2025-10-20 23:35:12.907106,1,0
O1419,P83,U594,2025-04-21 23:35:12.907115,2,1
O1420,P68,U128,2025-07-25 23:35:12.907124,2,0
O1421,P443,U282,2025-03-31 23:35:12.907133,2,0
O1422,P22,U664,2025-05-05 23:35:12.907142,1,0
O1423,P318,U889,2025-12-16 23:35:12.907152,2,0
O1424,P152,U748,2025-04-01 23:35:12.907160,2,1
O1425,P31,U566,2025-02-19 23:35:12.907170,1,1
O1426,P35,U621,2025-08-13 23:35:12.907179,2,0
O1427,P313,U806,2025-03-07 23:35:12.907188,1,1
O1428,P368,U212,2025-03-26 23:35:12.907197,1,0
O1429,P5,U108,2026-01-02 23:35:12.907206,1,1
O1430,P149,U424,2025-10-11 23:35:12.907215,1,0
O1431,P425,U86,2025-11-22 23:35:12.907224,1,0
O1432,P463,U962,2025-03-30 23:35:12.907233,1,0
O1433,P213,U456,2025-04-27 23:35:12.907242,1,0
O1434,P164,U598,2025-09-18 23:35:12.907251,2,0
O1435,P45,U371,2025-10-17 23:35:12.907260,1,0
O1436,P44,U400,2025-06-04 23:35:12.907269,2,0
O1437,P84,U449,2025-09-25 23:35:12.907278,2,0
O1438,P17,U605,2025-09-09 23:35:12.907287,2,0
O1439,P288,U413,2025-07-12 23:35:12.907296,2,0
O1440,P234,U415,2025-10-07 23:35:12.907305,2,1
O1441,P494,U114,2025-08-28 23:35:12.907314,1,0
O1442,P233,U539,2026-01-26 23:35:12.907322,2,0
O1443,P166,U246,2025-12-21 23:35:12.907331,2,0
O1444,P126,U146,2025-10-11 23:35:12.907340,1,1
O1445,P381,U411,2025-09-07 23:35:12.907349,2,0
O1446,P362,U508,2025-09-22 23:35:12.907358,1,0
O1447,P288,U957,2026-01-18 23:35:12.907367,1,1
O1448,P329,U935,2025-08-15 23:35:12.907376,2,1
O1449,P448,U924,2025-02-17 23:35:12.907385,1,0
O1450,P140,U757,2025-11-05 23:35:12.907394,2,0
O1451,P238,U204,2025-12-20 23:35:12.907403,1,0
O1452,P244,U831,2025-03-26 23:35:12.907412,1,1
O1453,P294,U639,2025-02-27 23:35:12.907421,2,0
O1454,P16,U70,2025-05-13 23:35:12.907430,1,0
O1455,P281,U304,2026-01-30 23:35:12.907439,2,1
O1456,P304,U102,2025-04-03 23:35:12.907448,1,0
O1457,P240,U573,2026-01-20 23:35:12.907458,1,0
O1458,P24,U250,2025-05-29 23:35:12.907467,1,0
O1459,P206,U540,2025-10-12 23:35:12.907475,1,0
O1460,P415,U793,2025-09-15 23:35:12.907484,1,0
O1461,P309,U667,2025-11-25 23:35:12.907493,2,0
O1462,P311,U832,2025-11-05 23:35:12.907502,1,0
O1463,P85,U335,2025-02-07 23:35:12.907511,1,0
O1464,P117,U744,2025-07-22 23:35:12.907520,2,1
O1465,P412,U338,2025-09-12 23:35:12.907529,2,0
O1466,P424,U428,2025-05-11 23:35:12.907538,1,1
O1467,P138,U692,2026-01-07 23:35:12.907548,1,0
O1468,P231,U657,2025-12-20 23:35:12.907556,2,1
O1469,P223,U647,2026-01-15 23:35:12.907565,2,1
O1470,P203,U750,2025-08-05 23:35:12.907574,2,0
O1471,P291,U334,2025-07-01 23:35:12.907583,2,0
O1472,P312,U48,2025-08-17 23:35:12.907592,2,1
O1473,P321,U332,2025-12-23 23:35:12.907601,2,0
O1474,P334,U531,2025-06-30 23:35:12.907610,1,0
O1475,P233,U732,2025-03-20 23:35:12.907619,1,0
O1476,P2,U693,2025-07-15 23:35:12.907628,2,1
O1477,P39,U58,2025-12-06 23:35:12.907637,2,1
O1478,P59,U883,2025-03-12 23:35:12.907646,2,1
O1479,P478,U618,2025-11-02 23:35:12.907655,1,0
O1480,P413,U234,2025-12-06 23:35:12.907664,2,1
O1481,P48,U904,2025-02-23 23:35:12.907673,1,0
O1482,P123,U481,2025-03-26 23:35:12.907682,2,0
O1483,P206,U47,2025-09-23 23:35:12.907711,1,0
O1484,P249,U313,2025-02-14 23:35:12.907720,2,0
O1485,P428,U829,2025-04-17 23:35:12.907729,2,0
O1486,P313,U499,2025-07-12 23:35:12.907739,1,0
O1487,P484,U210,2025-07-29 23:35:12.907748,2,0
O1488,P28,U570,2025-11-27 23:35:12.907757,2,0
O1489,P264,U894,2025-07-01 23:35:12.907766,2,0
O1490,P412,U441,2025-07-06 23:35:12.907775,1,0
O1491,P386,U788,2025-12-04 23:35:12.907784,2,0
O1492,P291,U489,2025-06-06 23:35:12.907793,2,0
O1493,P61,U937,2025-03-11 23:35:12.907802,2,0
O1494,P444,U268,2025-05-15 23:35:12.907811,2,0
O1495,P15,U519,2025-10-25 23:35:12.907820,1,0
O1496,P312,U39,2025-06-14 23:35:12.907829,1,0
O1497,P385,U605,2025-06-29 23:35:12.907838,2,0
O1498,P137,U299,2025-07-14 23:35:12.907847,2,0
O1499,P80,U729,2026-02-04 23:35:12.907856,2,1
O1500,P395,U370,2025-02-25 23:35:12.907865,1,0
O1501,P145,U317,2025-06-27 23:35:12.907874,1,0
O1502,P383,U61,2025-04-18 23:35:12.907883,1,0
O1503,P238,U194,2025-08-24 23:35:12.907892,1,0
O1504,P221,U60,2025-09-30 23:35:12.907901,2,0
O1505,P172,U991,2025-09-03 23:35:12.907910,1,0
O1506,P377,U621,2025-05-13 23:35:12.907919,1,0
O1507,P355,U902,2025-05-04 23:35:12.907928,2,0
O1508,P486,U436,2025-07-14 23:35:12.907937,2,0
O1509,P479,U790,2025-03-17 23:35:12.907946,2,1
O1510,P339,U868,2025-03-03 23:35:12.907955,2,1
O1511,P160,U539,2025-05-25 23:35:12.907964,1,0
O1512,P62,U533,2025-11-28 23:35:12.907974,1,1
O1513,P404,U607,2025-08-27 23:35:12.907983,1,0
O1514,P4,U827,2025-10-09 23:35:12.907992,2,0
O1515,P177,U687,2025-07-04 23:35:12.908001,2,0
O1516,P365,U698,2025-06-19 23:35:12.908010,1,0
O1517,P412,U454,2025-10-25 23:35:12.908019,1,1
O1518,P229,U913,2025-05-24 23:35:12.908027,2,0
O1519,P330,U992,2025-08-08 23:35:12.908037,1,1
O1520,P255,U549,2025-08-14 23:35:12.908046,1,0
O1521,P275,U651,2025-04-13 23:35:12.908081,1,1
O1522,P286,U90,2025-12-07 23:35:12.908090,2,0
O1523,P450,U364,2025-02-24 23:35:12.908099,1,0
O1524,P350,U654,2025-05-29 23:35:12.908108,1,0
O1525,P368,U802,2025-08-03 23:35:12.908117,1,0
O1526,P498,U949,2025-04-08 23:35:12.908126,1,0
O1527,P290,U597,2025-08-24 23:35:12.908135,1,0
O1528,P461,U919,2025-10-15 23:35:12.908144,1,1
O1529,P479,U355,2025-08-07 23:35:12.908153,1,0
O1530,P255,U234,2025-02-16 23:35:12.908162,1,0
O1531,P207,U708,2025-03-02 23:35:12.908171,1,0
O1532,P137,U338,2026-01-12 23:35:12.908181,2,0
O1533,P60,U540,2026-01-18 23:35:12.908190,1,0
O1534,P449,U73,2025-12-07 23:35:12.908199,1,0
O1535,P152,U275,2025-12-20 23:35:12.908208,1,0
O1536,P342,U919,2025-09-20 23:35:12.908217,2,0
O1537,P481,U694,2026-01-09 23:35:12.908226,1,0
O1538,P190,U314,2025-12-17 23:35:12.908234,1,0
O1539,P267,U561,2025-06-05 23:35:12.908244,1,0
O1540,P169,U467,2025-08-24 23:35:12.908253,1,0
O1541,P13,U714,2025-04-24 23:35:12.908262,1,0
O1542,P188,U913,2025-09-04 23:35:12.908271,1,0
O1543,P181,U721,2025-11-23 23:35:12.908280,1,0
O1544,P427,U644,2025-02-28 23:35:12.908288,1,1
O1545,P58,U510,2025-02-26 23:35:12.908298,1,0
O1546,P181,U457,2025-03-04 23:35:12.908307,1,1
O1547,P63,U838,2025-05-22 23:35:12.908316,1,0
O1548,P142,U615,2025-07-07 23:35:12.908325,2,0
O1549,P430,U720,2025-11-05 23:35:12.908334,2,0
O1550,P141,U433,2025-10-17 23:35:12.908343,1,1
O1551,P374,U58,2025-12-25 23:35:12.908352,1,0
O1552,P267,U295,2025-10-11 23:35:12.908361,2,1
O1553,P221,U165,2025-09-28 23:35:12.908370,2,1
O1554,P183,U89,2025-11-04 23:35:12.908378,1,0
O1555,P460,U833,2025-04-19 23:35:12.908387,1,0
O1556,P229,U833,2025-04-20 23:35:12.908396,2,0
O1557,P25,U586,2025-02-07 23:35:12.908406,2,0
O1558,P298,U149,2025-09-11 23:35:12.908415,2,1
O1559,P28,U295,2025-07-12 23:35:12.908424,2,1
O1560,P339,U627,2025-09-15 23:35:12.908433,2,0
O1561,P317,U746,2026-01-30 23:35:12.908442,2,0
O1562,P44,U954,2025-06-12 23:35:12.908451,2,1
O1563,P431,U154,2025-08-09 23:35:12.908460,1,0
O1564,P87,U255,2025-11-25 23:35:12.908469,1,1
O1565,P178,U211,2025-04-19 23:35:12.908478,2,0
O1566,P464,U750,2025-06-28 23:35:12.908487,1,0
O1567,P312,U263,2025-07-14 23:35:12.908496,1,0
O1568,P372,U733,2025-05-06 23:35:12.908507,2,0
O1569,P230,U308,2025-10-10 23:35:12.908516,2,0
O1570,P432,U784,2025-12-04 23:35:12.908525,2,0
O1571,P349,U924,2026-01-26 23:35:12.908534,2,0
O1572,P433,U70,2025-02-07 23:35:12.908543,2,0
O1573,P289,U762,2025-05-06 23:35:12.908552,2,1
O1574,P357,U727,2025-12-16 23:35:12.908561,1,0
O1575,P484,U83,2025-04-19 23:35:12.908570,2,0
O1576,P295,U583,2025-04-16 23:35:12.908579,2,0
O1577,P55,U918,2025-02-11 23:35:12.908589,1,0
O1578,P109,U191,2025-11-05 23:35:12.908598,2,0
O1579,P55,U59,2025-09-21 23:35:12.908607,1,0
O1580,P27,U48,2025-10-04 23:35:12.908616,1,0
O1581,P479,U35,2025-10-28 23:35:12.908625,2,0
O1582,P85,U515,2025-06-28 23:35:12.908634,2,0
O1583,P447,U165,2025-02-27 23:35:12.908643,1,0
O1584,P375,U470,2025-05-04 23:35:12.908652,2,1
O1585,P30,U374,2026-01-26 23:35:12.908661,2,0
O1586,P301,U95,2025-07-31 23:35:12.908670,1,0
O1587,P191,U485,2025-05-16 23:35:12.908679,2,0
O1588,P127,U237,2025-02-16 23:35:12.908688,2,0
O1589,P111,U827,2025-02-28 23:35:12.908697,1,0
O1590,P64,U246,2025-06-28 23:35:12.908707,1,0
O1591,P489,U824,2025-10-23 23:35:12.908716,1,1
O1592,P183,U225,2025-05-17 23:35:12.908725,2,0
O1593,P396,U88,2025-08-14 23:35:12.908733,2,0
O1594,P370,U971,2025-10-23 23:35:12.908742,1,0
O1595,P462,U830,2025-08-23 23:35:12.908752,1,0
O1596,P336,U31,2025-12-28 23:35:12.908760,2,0
O1597,P217,U730,2025-11-16 23:35:12.908769,1,0
O1598,P207,U200,2025-03-11 23:35:12.908778,2,0
O1599,P37,U210,2025-03-16 23:35:12.908787,1,1
O1600,P226,U47,2026-01-19 23:35:12.908796,2,0
O1601,P438,U806,2025-07-25 23:35:12.908805,1,0
O1602,P344,U223,2025-03-25 23:35:12.908814,2,0
O1603,P396,U876,2025-03-06 23:35:12.908823,1,0
O1604,P228,U389,2025-11-21 23:35:12.908833,1,0
O1605,P187,U857,2025-05-12 23:35:12.908841,1,0
O1606,P309,U131,2025-12-29 23:35:12.908850,2,0
O1607,P280,U844,2025-08-30 23:35:12.908859,1,1
O1608,P485,U190,2025-10-09 23:35:12.908868,2,0
O1609,P52,U733,2025-09-28 23:35:12.908877,1,0
O1610,P245,U737,2025-07-13 23:35:12.908886,2,1
O1611,P95,U421,2025-07-21 23:35:12.908895,1,0
O1612,P71,U829,2025-08-05 23:35:12.908904,2,0
O1613,P205,U543,2025-10-30 23:35:12.908913,2,0
O1614,P386,U767,2025-08-03 23:35:12.908922,2,0
O1615,P176,U826,2025-04-25 23:35:12.908931,1,0
O1616,P254,U836,2025-07-31 23:35:12.908940,2,1
O1617,P344,U126,2025-04-25 23:35:12.908949,2,0
O1618,P212,U761,2025-11-14 23:35:12.908958,1,0
O1619,P382,U405,2026-01-24 23:35:12.908967,1,0
O1620,P126,U937,2025-10-15 23:35:12.908976,1,0
O1621,P275,U499,2025-07-16 23:35:12.908985,1,0
O1622,P437,U931,2025-05-09 23:35:12.908994,2,0
O1623,P57,U327,2025-07-02 23:35:12.909003,1,1
O1624,P278,U685,2025-03-15 23:35:12.909012,2,0
O1625,P314,U473,2025-10-18 23:35:12.909021,1,0
O1626,P268,U934,2025-06-22 23:35:12.909030,1,0
O1627,P155,U472,2025-08-01 23:35:12.909039,2,0
O1628,P374,U1,2025-06-05 23:35:12.909048,2,0
O1629,P400,U285,2025-02-12 23:35:12.909057,1,0
O1630,P95,U497,2025-06-30 23:35:12.909066,2,1
O1631,P93,U337,2025-05-13 23:35:12.909075,1,0
O1632,P468,U605,2025-09-10 23:35:12.909085,2,0
O1633,P54,U848,2025-10-13 23:35:12.909093,1,1
O1634,P200,U179,2025-07-19 23:35:12.909102,2,1
O1635,P478,U564,2025-08-10 23:35:12.909111,2,0
O1636,P416,U824,2025-04-04 23:35:12.909120,1,0
O1637,P181,U366,2026-02-05 23:35:12.909129,2,0
O1638,P226,U842,2025-10-31 23:35:12.909138,2,1
O1639,P264,U799,2025-05-11 23:35:12.909147,2,1
O1640,P480,U236,2025-11-26 23:35:12.909156,1,0
O1641,P189,U267,2025-03-22 23:35:12.909165,1,1
O1642,P231,U41,2025-07-31 23:35:12.909174,1,0
O1643,P138,U614,2025-08-19 23:35:12.909183,1,0
O1644,P272,U480,2025-06-30 23:35:12.909192,1,0
O1645,P340,U423,2025-12-12 23:35:12.909201,2,1
O1646,P341,U945,2025-10-27 23:35:12.909210,1,0
O1647,P492,U191,2025-04-02 23:35:12.909235,2,1
O1648,P232,U944,2025-06-24 23:35:12.909247,1,1
O1649,P138,U855,2025-04-07 23:35:12.909256,1,0
O1650,P114,U449,2025-12-05 23:35:12.909265,2,0
O1651,P338,U870,2025-09-03 23:35:12.909274,1,0
O1652,P272,U5,2025-09-12 23:35:12.909283,2,0
O1653,P485,U27,2025-12-30 23:35:12.909308,1,0
O1654,P292,U370,2025-06-07 23:35:12.909316,2,0
O1655,P213,U217,2025-08-13 23:35:12.909325,1,1
O1656,P163,U57,2025-05-13 23:35:12.909334,2,0
O1657,P57,U287,2025-10-24 23:35:12.909343,2,0
O1658,P246,U699,2025-11-15 23:35:12.909352,2,0
O1659,P251,U354,2025-06-13 23:35:12.909361,2,0
O1660,P183,U795,2025-07-11 23:35:12.909370,2,0
O1661,P295,U608,2025-07-13 23:35:12.909379,2,0
O1662,P387,U933,2025-09-22 23:35:12.909389,1,1
O1663,P399,U183,2025-11-22 23:35:12.909398,1,0
O1664,P471,U374,2025-09-17 23:35:12.909407,1,1
O1665,P24,U510,2025-04-22 23:35:12.909416,1,1
O1666,P249,U919,2025-10-11 23:35:12.909425,2,0
O1667,P72,U281,2025-02-11 23:35:12.909434,2,1
O1668,P210,U834,2025-09-07 23:35:12.909443,1,0
O1669,P194,U953,2025-04-29 23:35:12.909452,2,1
O1670,P112,U270,2025-08-27 23:35:12.909461,2,0
O1671,P104,U692,2025-12-24 23:35:12.909470,2,1
O1672,P174,U161,2025-02-20 23:35:12.909479,2,1
O1673,P339,U139,2025-09-27 23:35:12.909488,1,1
O1674,P175,U182,2025-09-30 23:35:12.909497,2,1
O1675,P88,U577,2025-09-01 23:35:12.909506,1,0
O1676,P377,U148,2025-03-03 23:35:12.909515,1,0
O1677,P115,U725,2025-04-18 23:35:12.909524,1,0
O1678,P142,U249,2025-04-10 23:35:12.909533,1,0
O1679,P276,U983,2025-11-28 23:35:12.909543,1,0
O1680,P362,U111,2025-02-07 23:35:12.909552,1,0
O1681,P470,U963,2025-11-07 23:35:12.909561,2,1
O1682,P148,U987,2025-06-24 23:35:12.909570,2,0
O1683,P359,U662,2025-07-29 23:35:12.909579,1,1
O1684,P39,U241,2025-09-21 23:35:12.909588,1,0
O1685,P179,U711,2025-07-18 23:35:12.909597,1,1
O1686,P191,U4,2025-06-14 23:35:12.909606,1,1
O1687,P310,U548,2025-12-12 23:35:12.909615,1,0
O1688,P236,U869,2025-02-22 23:35:12.909624,1,0
O1689,P72,U570,2025-06-11 23:35:12.909633,2,1
O1690,P448,U359,2025-08-02 23:35:12.909642,1,0
O1691,P29,U778,2025-10-21 23:35:12.909651,2,0
O1692,P422,U601,2025-07-16 23:35:12.909660,1,0
O1693,P455,U958,2025-07-01 23:35:12.909669,2,0
O1694,P93,U456,2025-10-26 23:35:12.909678,1,0
O1695,P185,U980,2025-08-06 23:35:12.909687,1,0
O1696,P161,U246,2026-01-06 23:35:12.909696,2,0
O1697,P344,U587,2025-05-04 23:35:12.909705,2,0
O1698,P100,U110,2025-03-22 23:35:12.909714,1,1
O1699,P190,U489,2025-08-08 23:35:12.909723,2,0
O1700,P404,U334,2025-07-12 23:35:12.909732,2,1
O1701,P165,U610,2025-07-13 23:35:12.909741,2,0
O1702,P189,U686,2025-05-09 23:35:12.909750,1,0
O1703,P89,U652,2025-09-14 23:35:12.909759,2,0
O1704,P336,U495,2025-11-20 23:35:12.909768,1,0
O1705,P261,U162,2026-01-23 23:35:12.909777,1,0
O1706,P71,U444,2025-09-16 23:35:12.909786,2,0
O1707,P282,U268,2025-06-10 23:35:12.909795,1,0
O1708,P244,U674,2025-12-08 23:35:12.909804,2,0
O1709,P196,U981,2025-12-10 23:35:12.909819,1,0
O1710,P406,U216,2026-01-11 23:35:12.909828,1,0
O1711,P4,U985,2026-01-17 23:35:12.909886,2,0
O1712,P197,U570,2025-06-09 23:35:12.909895,2,1
